ChangeIndicator,ProductTitle,ProductId,SkuId,SkuTitle,Publisher,SkuDescription,UnitOfMeasure,TermDuration,BillingPlan,Market,Currency,UnitPrice,PricingTierRangeMin,PricingTierRangeMax,EffectiveStartDate,EffectiveEndDate,Tags,ERP Price,Segment,PreviousValues
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,000C,Microsoft Entra Suite Add-on for Microsoft Entra ID F2 for FLW,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1M,Monthly,US,USD,5.76,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,7.2,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,000D,Microsoft Entra Suite Add-on for Microsoft Entra ID P2 (Education Student Pricing),Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Annual,US,USD,12.96,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,16.2,Education,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,4,Microsoft Entra Suite,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Annual,US,USD,115.2,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,144,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,3,Microsoft Entra Suite for FLW,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Monthly,US,USD,80.64,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,100.8,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,5,Microsoft Entra Suite for faculty,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Monthly,US,USD,24.24,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,30.24,Education,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,000J,Microsoft Entra Suite Add-on for Microsoft Entra ID P2 (Education Faculty Pricing),Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Monthly,US,USD,18.12,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,22.68,Education,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,000H,Microsoft Entra Suite Add-on for Microsoft Entra ID P2,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Monthly,US,USD,90.72,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,113.4,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,000H,Microsoft Entra Suite Add-on for Microsoft Entra ID P2,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Annual,US,USD,86.4,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,108,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,5,Microsoft Entra Suite for faculty,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Annual,US,USD,23.04,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,28.8,Education,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,000H,Microsoft Entra Suite Add-on for Microsoft Entra ID P2,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1M,Monthly,US,USD,8.64,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,10.8,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,6,Microsoft Entra Suite (Non-Profit Pricing),Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Annual,US,USD,51.84,,,2024-09-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,57.6,Charity,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,000C,Microsoft Entra Suite Add-on for Microsoft Entra ID F2 for FLW,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Monthly,US,USD,60.48,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,75.6,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,3,Microsoft Entra Suite for FLW,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Annual,US,USD,76.8,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,96,Commercial,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,7,Microsoft Entra Suite for student,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Annual,US,USD,17.28,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,21.6,Education,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,7,Microsoft Entra Suite for student,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Monthly,US,USD,18.12,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,22.68,Education,
Unchanged,Microsoft Entra Suite,CFQ7TTC0NZT8,4,Microsoft Entra Suite,Microsoft Corporation,"Microsoft Entra Suite is an offering that consists of Microsoft Entra ID Governance, Microsoft Entra Private Access, Microsoft Entra Internet Access, premium Microsoft Entra Verified ID features, and advanced Identity Protection Microsoft Entra value.",,P1Y,Monthly,US,USD,120.96,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,151.2,Commercial,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,2,Microsoft Entra Workload ID,Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P1Y,Annual,US,USD,28.8,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,36,Commercial,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,000F,Workload Identities Premium (Governmental Community Cloud Pricing),Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P3Y,Annual,US,USD,86.4,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,108,Government,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,2,Microsoft Entra Workload ID,Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P1Y,Monthly,US,USD,30.24,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,37.8,Commercial,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,000F,Workload Identities Premium (Governmental Community Cloud Pricing),Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P3Y,Triennial,US,USD,86.4,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,108,Government,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,2,Microsoft Entra Workload ID,Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P3Y,Monthly,US,USD,90.72,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,113.4,Commercial,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,2,Microsoft Entra Workload ID,Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P1M,Monthly,US,USD,2.88,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3.6,Commercial,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,000F,Workload Identities Premium (Governmental Community Cloud Pricing),Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P1Y,Annual,US,USD,28.8,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,36,Government,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,000F,Workload Identities Premium (Governmental Community Cloud Pricing),Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P3Y,Monthly,US,USD,90.72,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,113.4,Government,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,2,Microsoft Entra Workload ID,Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P3Y,Annual,US,USD,86.4,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,108,Commercial,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,2,Microsoft Entra Workload ID,Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P3Y,Triennial,US,USD,86.4,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,108,Commercial,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,000F,Workload Identities Premium (Governmental Community Cloud Pricing),Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P1Y,Monthly,US,USD,30.24,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,37.8,Government,
Unchanged,Microsoft Entra Workload ID,CFQ7TTC0R9QB,000F,Workload Identities Premium (Governmental Community Cloud Pricing),Microsoft Corporation,This per-workload identity licensed offer enables customers to detect and respond to compromised workload identities and helps simplify lifecycle management.,,P1M,Monthly,US,USD,2.88,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3.6,Government,
Unchanged,Microsoft Intune - Remote Help,CFQ7TTC0Q17R,1,Microsoft Intune Remote Help,Microsoft Corporation,"Remote help allows secure, cloud based, helpdesk to endpoint connections with role based access controls.",,P1M,Monthly,US,USD,3.36,,,2025-02-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,4.2,Commercial,
Unchanged,Microsoft Intune - Remote Help,CFQ7TTC0Q17R,1,Microsoft Intune Remote Help,Microsoft Corporation,"Remote help allows secure, cloud based, helpdesk to endpoint connections with role based access controls.",,P1Y,Annual,US,USD,33.6,,,2025-02-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,42,Commercial,
Unchanged,Microsoft Intune - Remote Help,CFQ7TTC0Q17R,1,Microsoft Intune Remote Help,Microsoft Corporation,"Remote help allows secure, cloud based, helpdesk to endpoint connections with role based access controls.",,P1Y,Monthly,US,USD,35.28,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,44.16,Commercial,
Unchanged,Microsoft Intune - Remote Help,CFQ7TTC0Q17R,5,Microsoft Intune Remote Help for Government (Governmental Community Cloud Pricing),Microsoft Corporation,"Remote help allows secure, cloud based, helpdesk to endpoint connections with role based access controls.",,P1Y,Monthly,US,USD,35.28,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,44.16,Government,
Unchanged,Microsoft Intune - Remote Help,CFQ7TTC0Q17R,5,Microsoft Intune Remote Help for Government (Governmental Community Cloud Pricing),Microsoft Corporation,"Remote help allows secure, cloud based, helpdesk to endpoint connections with role based access controls.",,P1M,Monthly,US,USD,3.36,,,2025-02-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,4.2,Government,
Unchanged,Microsoft Intune - Remote Help,CFQ7TTC0Q17R,5,Microsoft Intune Remote Help for Government (Governmental Community Cloud Pricing),Microsoft Corporation,"Remote help allows secure, cloud based, helpdesk to endpoint connections with role based access controls.",,P1Y,Annual,US,USD,33.6,,,2025-02-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,42,Government,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000D,Microsoft Intune Advanced Analytics (Education Faculty Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1M,Monthly,US,USD,0.96,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1.2,Education,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000D,Microsoft Intune Advanced Analytics (Education Faculty Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Monthly,US,USD,10.08,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,12.6,Education,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,8,Microsoft Intune Advanced Analytics for Government (Governmental Community Cloud Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Monthly,US,USD,50.4,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,63,Government,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,8,Microsoft Intune Advanced Analytics for Government (Governmental Community Cloud Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1M,Monthly,US,USD,4.8,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6,Government,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000B,Microsoft Intune Advanced Analytics (Education Student Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1M,Monthly,US,USD,0.72,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,0.9,Education,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,2,Microsoft Intune Advanced Analytics for FLW,Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Annual,US,USD,32.64,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,40.8,Commercial,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000C,Microsoft Intune Advanced Analytics (Non-Profit Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Annual,US,USD,21.6,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,24,Charity,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,2,Microsoft Intune Advanced Analytics for FLW,Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Monthly,US,USD,34.32,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,42.84,Commercial,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000D,Microsoft Intune Advanced Analytics (Education Faculty Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Annual,US,USD,9.6,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,12,Education,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000B,Microsoft Intune Advanced Analytics (Education Student Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Annual,US,USD,7.2,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,9,Education,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,4,Microsoft Intune Advanced Analytics,Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1M,Monthly,US,USD,4.8,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6,Commercial,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000C,Microsoft Intune Advanced Analytics (Non-Profit Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Monthly,US,USD,22.68,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,25.2,Charity,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,4,Microsoft Intune Advanced Analytics,Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Annual,US,USD,48,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,60,Commercial,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000B,Microsoft Intune Advanced Analytics (Education Student Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Monthly,US,USD,7.56,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,9.48,Education,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,000C,Microsoft Intune Advanced Analytics (Non-Profit Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1M,Monthly,US,USD,2.16,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2.4,Charity,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,8,Microsoft Intune Advanced Analytics for Government (Governmental Community Cloud Pricing),Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Annual,US,USD,48,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,60,Government,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,4,Microsoft Intune Advanced Analytics,Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1Y,Monthly,US,USD,50.4,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,63,Commercial,
Unchanged,Microsoft Intune Advanced Analytics,CFQ7TTC0NGGX,2,Microsoft Intune Advanced Analytics for FLW,Microsoft Corporation,"Advanced Analytics provides contextual insights about endpoint management, helps customer be more proactive in resolving incidents and be more cost effective with asset management.",,P1M,Monthly,US,USD,3.26,,,2024-07-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,4.08,Commercial,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,4,Microsoft Intune Endpoint Privilege Management for Government (Governmental Community Cloud Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1Y,Monthly,US,USD,30.24,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,37.8,Government,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,3,Microsoft Intune Endpoint Privilege Management (Education Faculty Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1Y,Annual,US,USD,5.76,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,7.2,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,6,Microsoft Intune Endpoint Privilege Management (Education Student Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1Y,Annual,US,USD,4.32,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,5.4,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,3,Microsoft Intune Endpoint Privilege Management (Education Faculty Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P3Y,Annual,US,USD,17.28,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,21.6,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,7,Microsoft Intune Endpoint Privilege Management (Non-Profit Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1M,Monthly,US,USD,1.3,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1.44,Charity,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,3,Microsoft Intune Endpoint Privilege Management (Education Faculty Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1Y,Monthly,US,USD,6,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,7.56,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,6,Microsoft Intune Endpoint Privilege Management (Education Student Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P3Y,Monthly,US,USD,13.68,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,16.92,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,6,Microsoft Intune Endpoint Privilege Management (Education Student Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P3Y,Triennial,US,USD,12.96,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,16.2,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,7,Microsoft Intune Endpoint Privilege Management (Non-Profit Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P3Y,Monthly,US,USD,40.68,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,45.36,Charity,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,1,Microsoft Intune Endpoint Privilege Management,Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1Y,Annual,US,USD,28.8,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,36,Commercial,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,1,Microsoft Intune Endpoint Privilege Management,Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1M,Monthly,US,USD,2.88,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3.6,Commercial,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,3,Microsoft Intune Endpoint Privilege Management (Education Faculty Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P3Y,Monthly,US,USD,18,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,22.68,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,3,Microsoft Intune Endpoint Privilege Management (Education Faculty Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P3Y,Triennial,US,USD,17.28,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,21.6,Education,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,7,Microsoft Intune Endpoint Privilege Management (Non-Profit Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P3Y,Triennial,US,USD,38.88,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,43.2,Charity,
Unchanged,Microsoft Intune Endpoint Privilege Management,CFQ7TTC0RP6S,3,Microsoft Intune Endpoint Privilege Management (Education Faculty Pricing),Microsoft Corporation,Microsoft Intune Endpoint Privilege Management allows administrators to elevate end-user permissions to perform approved administrative actions only when needed on their desktop computers.,,P1M,Monthly,US,USD,0.58,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,0.72,Education,
